N1, 360
N2, 321
N3, 900
N4, 150
N5, 300
N6, 180
N7, 300
N8, 120
N9, 180
N10, 150
N11, 150
N12, 402
N13, 90
N14, 210
N15, 180
N16, 450
N17, 300
N18, 504
N19, 669
N20, 993
N21, 150
N22, 267
N23, 405
N24, 150
N25, 270
N26, 504
N27, 57
N28, 150
N29, 450
N30, 69
N31, 210
N32, 3000
N33, 120
N34, 300
N35, 240
N36, 240
N37, 180
N38, 156
N39, 900
N40, 120
N41, 120
N42, 300
N43, 150
N44, 216
N45, 150
N46, 750
N47, 1500
N48, 2100
N49, 900
N50, 300
N51, 120
